mensaje,label
"La cena con los clientes fue exitosa",ham
"¡Último día! Suplementos milagrosos con 90% descuento",spam
"El técnico llegará entre 2 y 4 PM",ham
"¡Atención! Has ganado un viaje todo pagado a París",spam
"La presentación del proyecto es el viernes",ham
"Sistema revolucionario para ganar en apuestas deportivas",spam
"¿Puedes enviarme el archivo antes de las 5?",ham
"¡No esperes! Oportunidad de franquicia con 0% de inversión",spam
"El examen médico salió normal",ham
"Pastillas para aumentar la memoria en 48 horas",spam
"La clase de manejo es a las 10 AM",ham
"¡Felicitaciones! Fuiste elegido para probar productos gratis",spam
"El cumpleaños sorpresa será el sábado",ham
"Invierte en bienes raíces virtuales, el futuro es hoy",spam
"¿Trajiste los documentos que te pedí?",ham
"¡Increíble! Máquina para hacer dinero en casa",spam
"La junta directiva aprobó el presupuesto",ham
"URGENTE: Confirma tus datos o tu cuenta será cerrada",spam
"El partido de fútbol empieza a las 8",ham
"Método comprobado para conquistar a cualquier persona",spam
"¿Puedes recoger las llaves en la portería?",ham
"¡Oportunidad única! Negocio multinivel con ganancias millonarias",spam
"La cita con el oftalmólogo es mañana",ham
"¡Atención! Crema anti-edad que quita 20 años",spam
"El informe se enviará antes del mediodía",ham
"Gana dinero viendo videos desde tu celular",spam
"¿Nos encontramos en el café de siempre?",ham
"¡Sorpresa! Has sido seleccionado para ganar $1000000",spam
"La reunión familiar será el domingo",ham
"Producto revolucionario para crecer músculos sin ejercicio",spam
"El vuelo de conexión sale de la puerta 12",ham
"¡No lo dejes pasar! Oportunidad de ser tu propio jefe",spam
"¿Recibiste la invitación para la boda?",ham
"ALERTA: Virus detectado en tu dispositivo, limpia YA",spam
"El curso de cocina comienza la próxima semana",ham
"¡Increíble! Aceite milagroso cura todas las enfermedades",spam
"La cita en el banco es a las 11:30",ham
"Método secreto para aprobar cualquier examen sin estudiar",spam
"¿Puedes confirmar tu asistencia al evento?",ham
"¡Última hora! Liquidación total por cierre de tienda",spam
"El mantenimiento del ascensor será mañana",ham
"Pastillas para ser más alto en solo 2 semanas",spam
"¿Vamos al cine esta noche?",ham
"¡Felicitaciones! Ganaste una casa, reclama tu premio",spam
"La videoconferencia se grabó exitosamente",ham
"Invierte $100 hoy y retírate millonario en 1 año",spam
"El plomero llegará a las 3 PM",ham
"¡Atención! Método para leer la mente de las personas",spam
"¿Trajiste el regalo para el baby shower?",ham
"URGENTE: Tu tarjeta será bloqueada, confirma datos ahora",spam
"La clase de baile se canceló por enfermedad",ham
"¡Increíble descubrimiento! Pulsera que cura el cáncer",spam
"El pedido de comida llegará en 45 minutos",ham
"Oportunidad única: conviértete en influencer millonario",spam
"La cita con el psicólogo es el martes",ham
"¡No esperes más! Loción para hacer crecer pestañas",spam
"¿Puedes revisar el email que te envié?",ham
"Gana dinero apostando con sistema infalible",spam
"La reunión de trabajo será virtual",ham
"¡Felicitaciones! Fuiste elegido embajador de marca",spam
"El cumpleaños de mamá es el próximo mes",ham
"Pastillas para nunca más enfermarse en la vida",spam
"¿Nos vemos para el almuerzo de mañana?",ham
"¡Atención! Curso para ser millonario en 7 días",spam
"El examen de manejo es el próximo viernes",ham
"URGENTE: Últimas horas de promoción especial",spam
"La cena de graduación será en el hotel",ham
"¡Increíble! Máquina del tiempo personal por $99",spam
"¿Puedes pasar por la farmacia?",ham
"Método revolucionario para hablar 10 idiomas en 1 mes",spam
"La cita con el contador es a las 4",ham
"¡No lo creerás! Píldora para nunca dormir otra vez",spam
"El proyecto se entregó antes de tiempo",ham
"Invierte en la próxima Apple, oportunidad histórica",spam
"¿Recuerdas que tenemos cita con el veterinario?",ham
"¡Oferta loca! Auto último modelo por $1000",spam
"La clase de yoga se cambió de horario",ham
"Pastillas para tener visión de rayos X",spam
"El cumpleaños sorpresa será a las 6",ham
"¡Atención! Sistema para predecir números ganadores",spam
"¿Puedes enviar el reporte antes de irte?",ham
"URGENTE: Tu cuenta bancaria será cerrada hoy",spam
"La cita médica se confirmó para mañana",ham
"¡Increíble! Spray que hace invisible por 1 hora",spam
"¿Nos encontramos en el parque?",ham
"Gana $1000 por cada persona que invites",spam
"El mantenimiento del aire acondicionado es hoy",ham
"¡Felicitaciones! Fuiste seleccionado para viajar gratis",spam
"La presentación del nuevo producto fue exitosa",ham
"Método para controlar la mente de otros",spam
"¿Puedes confirmar la hora de la cita?",ham
"¡Oportunidad única! Máquina para imprimir dinero",spam
"El examen se aplicará en el aula 205",ham
"ALERTA: Detectamos actividad sospechosa en tu cuenta",spam
"La reunión familiar se cambió para el domingo",ham
"¡Increíble! Collar que te hace irresistible",spam
"¿Trajiste los documentos para la firma?",ham
"Pastillas para leer pensamientos ajenos",spam
"El vuelo de regreso sale a las 9 PM",ham
"¡No esperes! Curso para ser adivino profesional",spam
"La cita con el endocrinólogo es el jueves",ham
"Método comprobado para detener el envejecimiento",spam
"¿Puedes recoger el pastel de cumpleaños?",ham
"¡Atención! Has ganado la lotería europea",spam
"El informe anual se presentará mañana",ham
"URGENTE: Confirma tu número de cuenta o la perderás",spam
"¿Nos vemos para cenar después del trabajo?",ham
"¡Increíble! Anillo mágico que concede deseos",spam
"La clase de computación inicia la próxima semana",ham
"Invierte en la criptomoneda del futuro, ganancias aseguradas",spam
"El técnico de internet llegará entre 1 y 3",ham
"¡Felicitaciones! Fuiste elegido para ser modelo",spam
"¿Recibiste la información del seguro médico?",ham
"Pastillas para cambiar el color de ojos",spam
"La cita en el salón de belleza es a las 2",ham
"¡No lo dejes pasar! Negocio que genera millones",spam
"El cumpleaños del jefe será celebrado mañana",ham
"ALERTA: Tu teléfono será bloqueado permanentemente",spam
"¿Puedes confirmar si vienes a la fiesta?",ham
"¡Increíble! Zapatos que te hacen volar",spam
"La reunión de consejo será virtual el lunes",ham
"Método secreto para ganar cualquier juego de azar",spam
"El examen de sangre salió perfecto",ham
"¡Oportunidad única! Elixir de la eterna juventud",spam
"¿Trajiste el contrato firmado?",ham
"Gana dinero mientras duermes con este sistema",spam
"La cena de aniversario será en casa",ham
"¡Atención! Curso para desarrollar superpoderes",spam
"El plomero terminó la reparación",ham
"URGENTE: Tu premio expira en 1 hora",spam
"¿Nos encontramos en la biblioteca?",ham
"¡No esperes! Pastillas para teletransportarse",spam
"La presentación del cliente fue aprobada",ham
"Invierte en oro virtual, el negocio del siglo",spam
"La cita con el ginecólogo es el martes",ham
"¡Increíble! Crema para hacer desaparecer tatuajes",spam
"¿Puedes pasar por la tintorería?",ham
"Método revolucionario para comunicarse con extraterrestres",spam
"El cumpleaños de los gemelos será el sábado",ham
"¡Felicitaciones! Has sido elegido millonario del mes",spam
"La clase de piano se cambió para las 5",ham
"ALERTA: Virus mortal detectado, compra antídoto YA",spam
"¿Recuerdas que mañana es día de limpieza?",ham
"¡Atención! Pócima mágica para ser inmortal",spam
"El informe de ventas superó las expectativas",ham
"Pastillas para hablar con los animales",spam
"¿Nos vemos en el café después de clases?",ham
"¡No lo creerás! Máquina para controlar el clima",spam
"La cita con el nutricionista es a las 10",ham
"URGENTE: Tu identidad será robada si no actúas",spam
"El proyecto se completó dentro del presupuesto",ham
"¡Increíble! Spray para volverse invisible",spam
"¿Puedes traer postre para la cena?",ham
"Método infalible para ganar en todos los casinos",spam
"La reunión de padres se canceló por lluvia",ham
"¡Oportunidad única! Poción para enamorar a cualquiera",spam
"El vuelo se adelantó 30 minutos",ham
"Gana $10000 por cada click que hagas",spam
"¿Trajiste el regalo de bodas?",ham
"¡Atención! Curso para leer el futuro en 1 día",spam
"La cita médica anual está programada",ham
"URGENTE: Tu computadora será hackeada en 5 minutos",spam
"¿Nos encontramos para estudiar juntos?",ham
"¡No esperes! Píldora para nunca más sentir dolor",spam
"El mantenimiento del edificio será el domingo",ham
"Invierte en la nueva Tesla de Marte",spam
"¡FELICITACIONES JUAN PÉREZ! Has sido seleccionado entre millones de usuarios para recibir $500,000 USD completamente GRATIS. Para reclamar tu premio, haz clic inmediatamente en este enlace: https://premio-millonario.net/claim?user=12345 y proporciona tu número de tarjeta de crédito para verificación. ¡OFERTA VÁLIDA SOLO POR 24 HORAS! Contacto: premio@fake-lottery.com",spam
"Estimado cliente, le recordamos que su cita médica con el Dr. Martínez está programada para el martes 8 de junio a las 14:30 horas en el consultorio ubicado en Av. Libertador 1234, piso 5, oficina B. Por favor, traiga su DNI, carnet de obra social y los estudios previos. Para reprogramar, contacte a secretaria@clinicacentral.com.ar o llame al 4567-8901.",ham
"¡ÚLTIMO DÍA DE OFERTA ESPECIAL! Píldoras milagrosas XENADRINE MAX que te harán perder 25 kilos en 15 días SIN DIETA NI EJERCICIO. Resultados 100% garantizados o te devolvemos el triple de tu dinero. Compra ahora en https://pastillas-milagro.com/oferta con código DESCUENTO70 y recibe envío gratis + regalo sorpresa. Testimonios reales en testimonios@xenadrine-fake.net",spam
"Querida familia, les confirmo que la reunión familiar del domingo 12 de junio será en casa de la abuela María, ubicada en Calle San Martín 567, Olivos, a partir de las 15:00 horas. Cada familia traiga una ensalada o postre para compartir. Por favor confirmen asistencia respondiendo a este mail: maria.gonzalez@email.com o por WhatsApp al 11-5678-9012. ¡Los esperamos!",ham
"¡ALERTA ROJA! Su cuenta bancaria será CERRADA PERMANENTEMENTE en 2 horas si no verifica inmediatamente su información. Hemos detectado actividad sospechosa desde IP extranjera. URGENTE: Ingrese a https://banco-seguro-falso.com/verificar con su usuario y contraseña completa. Contacto inmediato: seguridad@banco-fake.com Tel: 0800-FRAUDE",spam
"Estimado Sr. Rodríguez, le informamos que su vehículo Volkswagen Gol patente ABC123 pasó exitosamente la verificación técnica vehicular. Puede retirar la oblea y documentación en nuestras oficinas de Av. Córdoba 1234 de lunes a viernes de 8 a 16 hs. Cualquier consulta, comuníquese a info@vtv-oficial.gov.ar o al teléfono 4321-5678.",ham
"¡OPORTUNIDAD ÚNICA EN LA VIDA! Método REVOLUCIONARIO de trading de criptomonedas que te garantiza ganancias del 5000% en 30 días. Nuestro sistema automático AI CRYPTOMAX nunca falla. Invierte $1000 hoy y retírate millonario el próximo mes. Registrate YA en https://crypto-estafa.com/registro Whatsapp: +1-555-SCAM (7226) Email: millonario@fake-crypto.net",spam
"Buenos días, soy la Dra. Fernández del Hospital Italiano. Le escribo para confirmar que los resultados de sus análisis de sangre del 3 de junio están listos y dentro de valores normales. Puede retirar los estudios en ventanilla 5 de lunes a viernes de 7 a 19 hs con DNI. Para consultas médicas, solicite turno al 4808-6400 o escriba a turnos@hospitalitaliano.org.ar",ham
"¡MEGA PROMOCIÓN SAMSUNG GALAXY S23 ULTRA POR SOLO $199! Aprovecha esta oferta EXCLUSIVA antes de que se agoten. Somos distribuidores oficiales con 15 años de experiencia. Envío gratis a todo el país + garantía extendida. Compra segura en https://samsung-fake-store.com Contacto: ventas@celulares-truchos.com Tel: 11-ESTAFA-01",spam
"Estimada Sra. López, le confirmamos la recepción de su solicitud de préstamo personal por $200,000. Su expediente número 2024-1234 está siendo evaluado por nuestro equipo crediticio. Recibirá respuesta en 48 horas hábiles. Para seguimiento, ingrese a https://banco-ciudad.com.ar/seguimiento con su DNI. Consultas: creditos@bancociudad.com.ar",ham
"¡FELICITACIONES GANADOR! Usted ha sido SELECCIONADO para recibir el nuevo iPhone 15 Pro Max COMPLETAMENTE GRATIS más $50,000 en efectivo. Para reclamar su premio, complete el formulario en https://iphone-gratis-fake.net/winner?id=victim123 y proporcione datos de tarjeta para gastos de envío ($5). ¡Solo quedan 3 premios! Contacto: premio@apple-fake.org",spam
"Hola Carlos, te escribo para recordarte que el vuelo a Bariloche del viernes 15 de junio sale a las 06:30 desde Ezeiza, terminal A, puerta 12. Te envío el boarding pass adjunto. Nos encontramos en el aeropuerto a las 05:00 en la cafetería del hall central. Cualquier inconveniente, llámame al 11-9876-5432. ¡Que tengas buen viaje!",ham
"¡INCREÍBLE DESCUBRIMIENTO MÉDICO! Crema REGENERA-CELL que elimina arrugas, manchas y cicatrices en 7 días. Usada por celebridades de Hollywood. Fórmula secreta con células madre. Oferta especial: 3 frascos por $99 (valor real $500). Compra ahora en https://crema-milagro.com/oferta código JUVENTUD50. Testimonios: testimonios@regenera-fake.com",spam
"Estimado paciente, le recordamos su turno de kinesiología con el Lic. Morales para el lunes 11 de junio a las 16:00 hs en el centro de rehabilitación ubicado en Av. Rivadavia 2345, 2do piso. Traiga ropa cómoda y toalla. Para cancelar o reprogramar, llame al 4444-7777 o escriba a turnos@kinesiologia-salud.com.ar",ham
"¡ÚLTIMO AVISO JUDICIAL! Tiene una DEMANDA PENDIENTE por $75,000 que debe resolver INMEDIATAMENTE o será embargado. Para evitar consecuencias legales, contacte urgentemente al abogado Dr. Fernández en https://abogados-fake.com/demanda?case=123456 o llame AL INSTANTE al 11-LEGAL-99. Email: demandas@estudio-juridico-falso.com",spam
"Queridos alumnos, les informo que el examen final de Historia Argentina se realizará el jueves 14 de junio a las 10:00 hs en el aula magna. Deben traer DNI, lapicera azul y calculadora. Los temas incluyen unidades 1 a 8 del programa. Consultas de última hora al email: prof.historia@universidad.edu.ar Éxitos en el examen!",ham
"¡REVOLUCIONARIO SISTEMA DE APUESTAS DEPORTIVAS! Gana $10,000 diarios con nuestro algoritmo AI SPORTSBET que predice resultados con 99.7% de precisión. Testimonios verificados de clientes millonarios. Acceso VIP por tiempo limitado en https://apuestas-seguras-fake.com Whatsapp: +54-11-APUESTA. Email: ganancias@sportsbet-scam.net",spam
"Estimado inquilino, le recordamos que el vencimiento del alquiler del mes de junio es el día 10. El importe a abonar es $85,000 en la cuenta del Banco Nación CBU: 0110599520000012345678. Adjunte comprobante de pago a admin@inmobiliaria-confianza.com.ar Para consultas, llame al 4567-1234. Muchas gracias por su puntualidad.",ham
"¡ALERTA MICROSOFT! Su computadora está INFECTADA con 47 virus peligrosos que robarán su información personal y bancaria. Descargue INMEDIATAMENTE nuestro antivirus ULTRAPROTECT desde https://antivirus-fake.com/descarga o su PC será destruida en 1 hora. Soporte técnico: soporte@microsoft-falso.com Tel: 0800-VIRUS-123",spam
"Buenos días, soy enfermera del sanatorio Mitre. La doctora Pérez le solicita que concurra mañana martes a las 9:30 hs para control post-operatorio en consultorio 205, 2do piso. Traiga estudios previos, historia clínica y DNI. Para reprogramar, llame al 4321-9876 interno 205 o escriba a turnos@sanatorio-mitre.com.ar",ham
"¡OFERTA EXCLUSIVA AMAZON! Liquidación total por cierre de depósito: Smart TV 75 pulgadas $299, PlayStation 5 $199, iPhone 14 $99. Stock limitado, solo 24 horas. Envío gratis + garantía extendida. Compra YA en https://amazon-liquidacion-fake.com código CIERRE80. Contacto: ofertas@amazon-trucho.com Tel: 11-FAKE-AMAZON",spam
"Estimada Sra. Martínez, le confirmamos que su seguro de auto póliza N° 2024-5678 está vigente hasta el 15/12/2024. Su vehículo Ford Ka dominio XYZ789 tiene cobertura completa. Para siniestros, llame al 0800-SEGURO-24 o reporte online en https://seguros-rivadavia.com.ar/siniestros Usuario: DNI, clave: fecha nacimiento.",ham
"¡ATENCIÓN CONTRIBUYENTE! AFIP ha detectado IRREGULARIDADES en su declaración de impuestos. Debe regularizar su situación en 48 horas o será embargado. Ingrese URGENTEMENTE a https://afip-fake.gov.ar/regularizar con su CUIT y clave fiscal. Evite multas y embargos. Contacto: regularizacion@afip-falso.com Tel: 0800-MULTAS-FAKE",spam
"Hola María, te escribo para confirmar que la cena de egresados será el sábado 16 de junio a las 21:00 hs en el salón Los Almendros, ubicado en Av. Libertador 3456, San Isidro. El menú incluye entrada, plato principal, postre y bebidas. Costo: $12,000 por persona. Confirmación al organizador Juan Pérez: juan.perez@email.com o 11-2345-6789.",ham
"¡INCREÍBLE OPORTUNIDAD DE INVERSIÓN! Terrenos en Miami desde $5,000 con financiación a 10 años sin interés. Valorización garantizada del 300% anual. Escritura inmediata, sin impuestos. Últimas 5 parcelas disponibles. Reserve la suya en https://terrenos-miami-fake.com/inversion Asesor VIP: inversor@miami-scam.net Tel: +1-305-FAKE-LAND",spam
"Estimado cliente, le informamos que su pedido N° 98765 de MercadoLibre (zapatillas Nike Air Max) fue despachado y llegará mañana miércoles entre 14 y 18 hs a su domicilio de Av. Corrientes 1234. Puede seguir el envío en https://mercadolibre.com.ar/seguimiento código ML98765. Consultas: atencion@mercadolibre.com.ar",ham
"¡ÚLTIMO DÍA! Curso online MASTER TRADER que te convertirá en millonario del forex en 30 días. Método secreto usado por bancos de Wall Street. Garantía de ganancia mínima $50,000 mensuales o te devolvemos el triple. Precio especial HOY: $297 (valor real $2,997). Inscríbete en https://forex-master-fake.com/curso Email: millonario@trading-scam.net",spam
"Querido papá, te escribo para recordarte que el domingo 18 de junio es el Día del Padre y organizamos un almuerzo familiar en lo de tía Carmen (Calle Mitre 789, Vicente López) a las 13:00 hs. Vamos a estar todos los nietos con sus regalos. Por favor confirma si puedes venir respondiendo a este mail: familia.rodriguez@email.com ¡Te esperamos!",ham
"¡ALERTA DE SEGURIDAD PAYPAL! Hemos detectado un acceso no autorizado a su cuenta desde China. Su dinero está EN PELIGRO. Verifique inmediatamente su identidad en https://paypal-security-fake.com/verify ingresando email, contraseña y datos de tarjeta. Si no actúa en 2 horas, su cuenta será SUSPENDIDA PERMANENTEMENTE. Urgente: security@paypal-fake.com",spam
"Buenos días, soy la secretaria del Dr. Gómez, cardiólogo. Le escribo para informarle que su electrocardiograma del 5 de junio presenta resultados normales. El doctor sugiere continuar con la medicación actual y control en 6 meses. Próximo turno disponible: 15 de diciembre. Para programar, llame al 4567-8901 o escriba a cardiologia@hospital-aleman.com.ar",ham
"¡MÉTODO REVOLUCIONARIO PARA GANAR LA LOTERÍA! Sistema matemático LOTTO-WIN desarrollado por genio del MIT garantiza números ganadores. Más de 500 clientes millonarios en 2024. Acceso exclusivo por $197 en https://loteria-ganadora-fake.com/sistema Testimonios reales: ganadores@lotto-win-scam.com WhatsApp: +54-11-LOTERIA-WIN",spam
"Estimado Sr. Pérez, le confirmamos que su turno para renovación de licencia de conducir está programado para el viernes 15 de junio a las 11:30 hs en el centro de licencias de Av. 9 de Julio 1234. Traiga DNI, certificado médico vigente y apto psicológico. Costo: $8,500. Info: licencias@gobierno-caba.gov.ar Tel: 147",ham
"¡FELICITACIONES! Ha ganado la LOTERÍA EUROPEA de €2,500,000 (DOS MILLONES QUINIENTOS MIL EUROS). Su número premiado es EL-4567-2024. Para reclamar su premio, contacte inmediatamente al agente oficial Sr. Johnson en https://loteria-europea-fake.com/premio?winner=123456 Email: premio@euro-lottery-scam.com Tel: +44-20-FAKE-EURO",spam
"Hola equipo, les escribo para informarles que la reunión de proyecto del lunes 12 de junio se cambió al martes 13 a las 15:00 hs por Zoom. Link de acceso: https://zoom.us/j/123456789 ID: 123 456 789, contraseña: proyecto2024. Agenda: revisión de cronograma y presupuesto. Dudas: gerencia@empresa.com.ar",ham
"¡INCREÍBLE OFERTA TESLA MODEL 3! Aprovecha esta oportunidad única: Tesla Model 3 año 2024 por solo $15,000 USD (precio real $45,000). Vehículo en perfecto estado, papers al día. Financiación disponible. Solo 3 unidades disponibles. Contacta YA: ventas@tesla-fake.com Tel: 11-TESLA-FAKE WhatsApp: +54-11-AUTO-SCAM",spam
"Estimada alumna, le informamos que su inscripción a la carrera de Psicología ha sido aprobada. Inicio de clases: lunes 19 de junio a las 18:00 hs en el aula 301, edificio central. Debe presentar DNI, certificado de estudios secundarios y 2 fotos 4x4. Secretaría estudiantil: Av. Córdoba 2000, PB. Info: inscripciones@universidad-kennedy.edu.ar",ham
"¡ATENCIÓN URGENTE! Su tarjeta de crédito será CANCELADA en 6 horas por falta de verificación de identidad. Evite inconvenientes actualizando sus datos en https://tarjeta-verificacion-fake.com/actualizar Ingrese número de tarjeta, vencimiento, código CVV y DNI. Soporte: soporte@visa-fake.com Tel: 0800-TARJETA-FAKE",spam
"Queridos colegas, les recuerdo que la capacitación de recursos humanos será mañana miércoles 14 de junio de 9 a 12 hs en la sala de conferencias del 5to piso. Tema: 'Nuevas normativas laborales 2024'. Certificado de asistencia incluido. Confirmen participación a capacitacion@empresa.com.ar Refrigerio incluido.",ham
"¡OPORTUNIDAD ÚNICA! Negocio de marketing multinivel GOLDMAX que te hará ganar $20,000 mensuales invitando amigos. Sin inversión inicial, ganancias inmediatas. Miles de personas ya son millonarias. Únete al equipo VIP en https://multinivel-gold-fake.com/registro Sponsor: millonario@goldmax-scam.com Tel: 11-MULTINIVEL-FAKE",spam
"Buenos días, soy del laboratorio Central. Sus análisis de rutina (hemograma, glucemia, colesterol) del 8 de junio están listos. Todos los valores dentro de rangos normales. Puede retirar resultados en recepción de 7 a 19 hs con DNI. Consulta médica con los resultados: turno con su médico de cabecera. Info: resultados@laboratorio-central.com.ar",ham
"¡ALERTA GMAIL! Su cuenta será ELIMINADA PERMANENTEMENTE en 24 horas por inactividad. Para mantener su cuenta activa, verifique inmediatamente su identidad en https://gmail-verificacion-fake.com/mantener-cuenta Ingrese email, contraseña actual y número de teléfono. Soporte técnico: soporte@gmail-fake.com Tel: 0800-GMAIL-FAKE",spam
"Estimado cliente, le confirmamos que su reserva en Hotel Sheraton Buenos Aires está confirmada para 2 noches del 20 al 22 de junio. Habitación doble con desayuno incluido. Check-in: 15:00 hs, Check-out: 11:00 hs. Ubicación: San Martín 1225, Retiro. Modificaciones: reservas@sheraton.com.ar Tel: 4318-9000. ¡Esperamos su visita!",ham
"¡MÉTODO SECRETO PARA SER MILLONARIO! Descubre cómo generar $50,000 mensuales trabajando solo 2 horas diarias desde casa. Sistema usado por millonarios que los bancos NO quieren que conozcas. Acceso limitado a 100 personas. Regístrate HOY en https://millonario-secreto-fake.com/acceso Email: secreto@millonario-scam.com",spam
"Hola Sandra, te escribo para confirmar que el baby shower de Lucía será el domingo 18 de junio a las 16:00 hs en el quincho del barrio Nordelta, manzana 45, casa 12. Tema: animalitos de la selva. Lista de regalos en https://babylist.com/lucia2024 Confirma asistencia: babyshower@email.com RSVP hasta el viernes.",ham
"¡INCREÍBLE DESCUBRIMIENTO! Pastillas BRAIN-BOOST que aumentan tu inteligencia 500% en 30 días. Usadas por genios de Silicon Valley. Mejora memoria, concentración y creatividad. Oferta especial: 3 frascos $149 (valor $600). Garantía total o devolución del triple. Compra en https://pastillas-inteligencia-fake.com/oferta Tel: 11-BRAIN-BOOST",spam
"Estimado contribuyente, le recordamos que el vencimiento del monotributo categoría B correspondiente al mes de junio es el día 20. Importe a abonar: $15,600. Puede pagar online en https://afip.gob.ar/monotributo o en cualquier sucursal de Rapipago/Pago Fácil. Consultas: 0800-999-AFIP o monotributo@afip.gob.ar",ham
"¡ÚLTIMO AVISO! Su computadora ha sido INFECTADA con el virus RANSOMWARE más peligroso del mundo. Todos sus archivos serán ELIMINADOS en 30 minutos. Descargue INMEDIATAMENTE el antivirus MEGA-CLEAN desde https://antivirus-ultra-fake.com/emergencia Soporte: virus@antivirus-scam.com Tel: 0800-VIRUS-HELP",spam
"Buenos días, soy la coordinadora del jardín maternal Pequeños Genios. Le informo que la reunión de padres será el jueves 15 de junio a las 19:00 hs en el salón multiuso. Temas: campamento de invierno, obras de teatro y cuota julio. Confirme asistencia a coordinacion@jardin-genios.edu.ar Tel: 4567-2345",ham
"¡FELICITACIONES GANADOR SAMSUNG! Usted ha sido SELECCIONADO para recibir el nuevo Samsung Galaxy S24 Ultra + auriculares Galaxy Buds GRATIS por ser cliente fiel. Retire su premio en https://samsung-premio-fake.com/galaxy?winner=user123 Válido 48 horas. Contacto: premio@samsung-fake.com Tel: 11-SAMSUNG-PRIZE",spam
"Querida mamá, te escribo para confirmar que el almuerzo del Día de la Madre será el domingo 15 de octubre a las 13:00 hs en el restaurante La Parolaccia de Palermo (Av. Libertador 4567). Reserva para 8 personas. Menú especial incluye entrada, plato principal y postre. Confirma: familia@email.com ¡Te amamos!",ham
"¡OPORTUNIDAD HISTÓRICA! Invierte en BITCOIN REVOLUTION, la nueva criptomoneda que reemplazará al Bitcoin. Precio actual: $0.01, precio proyectado: $10,000 en 6 meses. Invierte $1,000 hoy y conviértete en millonario. Acceso VIP en https://bitcoin-revolution-fake.com/inversion Email: cripto@bitcoin-scam.net",spam
"Estimado paciente, le recordamos su turno de oftalmología con la Dra. Moreno para el miércoles 14 de junio a las 10:30 hs. Consulta: revisión anual + medición de presión ocular. Traiga lentes actuales y estudios previos. Ubicación: Av. Santa Fe 2345, 3er piso, consultorio 8. Reprogramar: turnos@oftalmo-center.com.ar",ham
"¡ALERTA BANCO NACIÓN! Hemos detectado TRANSACCIONES SOSPECHOSAS en su cuenta por $45,000. Su dinero está EN RIESGO. Bloquee inmediatamente las transacciones fraudulentas ingresando a https://banco-nacion-fake.com.ar/bloquear con su usuario, contraseña y token. Urgente: fraude@banco-nacion-fake.com Tel: 0800-FRAUDE-BNA",spam
"Hola Diego, te escribo para recordarte que mañana jueves tenemos la presentación del proyecto final de la facultad a las 14:00 hs en el aula 205. Duración: 30 minutos + preguntas del tribunal. Traé tu notebook y el pen drive con backup. Nos encontramos 15 minutos antes en el hall. ¡Éxitos! Cualquier cosa: proyecto@email.com",ham
"¡INCREÍBLE OFERTA APPLE! iPhone 15 Pro Max 256GB por solo $299 USD (precio real $1,199). Producto nuevo, sellado, garantía Apple 1 año. Somos distribuidores autorizados. Envío gratis + regalo sorpresa. Stock limitado: solo 10 unidades. Compra YA: https://iphone-barato-fake.com/oferta Email: ventas@apple-trucho.com",spam
"Estimada Sra. Fernández, le confirmamos que su cita con el traumatólogo Dr. Ruiz está programada para el viernes 16 de junio a las 11:00 hs para evaluación de rodilla izquierda. Traiga resonancia magnética, radiografías y obra social. Consultorio: Av. Corrientes 3456, 4to piso B. Cancelar: traumatologia@clinica-olivos.com.ar",ham
"¡MÉTODO REVOLUCIONARIO PARA ADELGAZAR! Pierde 30 kilos en 30 días SIN DIETA, SIN EJERCICIO, SIN ESFUERZO. Pastillas SLIM-FAST con fórmula secreta de laboratorios europeos. Testimonios reales de famosas. Oferta especial: 6 frascos $199 (ahorra $400). Compra en https://adelgazar-milagro-fake.com/slim Tel: 11-SLIM-FAST",spam
"Buenos días, soy del área de cobranzas de Telecom. Le escribo para informarle que su factura de teléfono e internet correspondiente al mes de mayo por $8,750 está vencida desde el 15/05. Para evitar corte del servicio, puede abonar en https://telecom.com.ar/pagos o acercarse a centros de cobranza. Consultas: 0800-555-TELECOM",ham
"¡FELICITACIONES! Ha sido ELEGIDO por COCA-COLA para participar en el sorteo de $100,000 USD + auto 0KM + viaje a Disney. Complete el formulario en https://cocacola-sorteo-fake.com/participar?user=winner456 con datos personales y número de tarjeta (para verificación). ¡Solo 24 horas para participar! Contacto: sorteo@cocacola-fake.com",spam
"Estimado cliente, le informamos que su póliza de seguro de vida N° 2024-9876 vence el 30 de junio. Para renovar automáticamente, no requiere acción. Si desea modificar cobertura o beneficiarios, comuníquese al 0800-SEGUROS o escriba a polizas@seguros-sura.com.ar Adjuntamos resumen de cobertura actual.",ham
"¡ATENCIÓN MERCADOLIBRE! Su cuenta será SUSPENDIDA por actividad fraudulenta. Evite la suspensión verificando su identidad en https://mercadolibre-verificacion-fake.com/cuenta ingresando email, contraseña y datos de tarjeta registrada. Tiene 3 horas para completar la verificación. Soporte: verificacion@mercadolibre-fake.com Tel: 0800-ML-FAKE",spam
"Queridos alumnos, les informo que los resultados del examen parcial de Matemática Financiera están disponibles en el campus virtual desde hoy. Promedio del curso: 7.2. Recuperatorio para quienes obtuvieron menos de 6: martes 20 de junio, 18:00 hs, aula 105. Consultas: matematica@universidad.edu.ar ¡Felicitaciones a los aprobados!",ham
